쌈바킥,,,,"좌측의 패턴을
쌈바킥 이라고 하는데
('보사노바' 라고도 함)

적어도 9.00~ 이상
고난이도에서만 나오니

나는 재ㅡ즈가 좋다 or
9.50 ~ 이상 초고렙도
해보고 싶다는 사람만
하는 것을 추천",,,,▶,"※ 아래 악곡들은 왼발이 안나오므로
본인 재량껏 왼발을 섞어서 연습",,,,,,,▶,쌈바킥,,pain,EXCHAIN,MAS,8.45,DX 해금곡,▶,"쌈바킥
+
DK",,一網打尽,V4,MAS,9.45,,▶,쌈바킥,,CAPTURING XANADU,Matixx,MAS,9.86,DX 해금곡
,,,,,,,,,"왼발은
없는데
리듬만
익히기",,LA ARENA ROJA,8thMIX,MAS,8.40,"해금곡
(현재
해금이벤트)",,"쌈바킥
(살짝
느림)",,乾坤一擲,GALAXY WAVE,MAS,9.00,"해금곡
(현재
해금이벤트)",,쌈바킥,,とびきりシュガータイム,Matixx,MAS,9.50,,,쌈바킥,,PIRATES BANQUET,Matixx,MAS,9.90,DX 해금곡
,,,,,,,,,"왼발은
없는데
리듬만
익히기",,Brazilian Anthem,5thMIX,EXT,8.40,,,"쌈바킥
(느림)",,おおきなこえで,HIGH-VOLTAGE,MAS,9.20,DX 해금곡,,"약간
쌈바킥?",,猫侍の逆襲,GITADORA,MAS,9.75,,,"쌈바킥
+
유사
쌈바킥",,Life is beautiful,Matixx,MAS,9.65,DX 해금곡
,,,,,,,,,"왼발은
없는데
리듬만
익히기",,Tizona d'El Cid,V2,EXT,8.60,,,쌈바킥,,MASCARADA,V4,MAS,9.20,"LONG
곡",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,쌈바킥,,熱情のサパデアード,HIGH-VOLTAGE,MAS,9.10,"해금곡
(현재
해금이벤트)",,,,,,,,,,,,,,,,
"복합
왼발

(자유롭게
선택)","셔플
정박 왼발",,金輪際のエレジー,GITADORA,EXT,8.00,,▶,"뚜벅이
+
따?닥?이",,十界,NEX+AGE,MAS,8.25,,▶,"복합 박자
+
엇박 왼발",,KISS ME GOODBYE!,7thMIX,EXT,8.40,,▶,"예상을
못하는
왼발",,Road to Dream,EXCHAIN,MAS,8.65,,▶,"4비트 정박
+
후반 DK",,Chinese Snowy Dance,XG2,EXT,9.00,
,"셔플
정박 왼발
(박자
헷갈림)",,FIREBALL,5thMIX,EXT,7.90,,,"셔플
엇박 왼발",,Keiko my love,7thMIX,MAS,8.25,,,"이상한
왼발
박자",,モラトリアム,V2,EXT,8.45,,,"8비트
+
상상도
못한 DK",,MONOLITH -GITADOROCK ver.-,Matixx,MAS,8.85,,,"이상한
왼발",,photon,XG,MAS,9.05,
,"셔플
정박 왼발",,Treachery,EXCHAIN,MAS,8.00,DX 해금곡,,"복합 박자
(후반)",,Fairy Tales,V5,EXT,8.40,,,"4비트 엇박
+
8비트",,Passion,10thMIX,EXT,8.50,,,"4비트
8비트
정박 왼발",,Raspberry,"Tri-Boost
Re:EVOLVE",MAS,8.75,,,"8비트
왼발",,風神雲龍伝,V6,MAS,9.10,
,"정박 왼발
(박자
헷갈림)",,恋は臆病,V4,EXT,7.90,,,"쪼금
이상한
왼발...",,AREA 51,XG2,EXT,8.05,,,"뭔가
이상한
4비트
정박",,ブラックホール,Tri-Boost,MAS,8.45,,,"4비트
정박
(박자
헷갈림)",,LEMON & SALT,OverDrive,EXT,8.85,,,"박자
다양하게
나옴
+ DK",,天弓ノ舞,NEX+AGE,MAS,8.95,
,엇박 왼발,,PERFECT SHOW-TIME,GALAXY WAVE,MAS,8.10,"해금곡
(현재
해금이벤트)",,"4비트
정박
+
복합 박자",,we're gamers,HIGH-VOLTAGE,MAS,7.70,,,,,,,,,,,,,,,,,,,,,,,,,
,"4비트
정박",,◎holic◎,FUZZ-UP,MAS,8.15,"해금곡
(현재
해금이벤트)",,"왼발곡
+
DK",,Adverse Criticism,XG2,EXT,8.40,,,"4비트
8비트
엇박정박
다나옴",,Mighty Wind,GITADORA,EXT,8.55,,,"셔플
8비트",,赤い鈴,10thMIX,MAS,9.00,"LONG
곡",,"엄청
이상한
DK?
뚜벅이?",,Ascetic,XG,EXT,8.75,
,"4비트
정박",,Touch Me,FUZZ-UP,MAS,8.20,"해금곡
(현재
해금이벤트)",,"셔플
엇박 왼발",,ロマンスは終わらない,FUZZ-UP,MAS,8.40,"해금곡
(현재
해금이벤트)",,"4비트
엇박
(조금 이상함)",,Immersed,HIGH-VOLTAGE,MAS,8.50,DX 해금곡,,뭐야 이게?,,ラビカル：トラップ,NEX+AGE,MAS,9.00,DX 해금곡,,,,,,,,
,"까다로운
왼발",,The past for the future,EXCHAIN,MAS,6.95,DX 해금곡,,"손이
개빡셈",,三度笠ポン太は今日も行く,V,EXT,8.30,,,"정박 왼발
+
오른손/발
단련곡",,俺と愛とロック,GITADORA,EXT,8.45,,,"4비트
정박
(이상한
왼발나옴)",,solitude,GITADORA,EXT,8.65,,,,,,,,,
,"뭔가...
뭔가임...",,Hello summer,NEX+AGE,MAS,8.00,DX 해금곡,,"박자가
헷갈림",,What's up?,FUZZ-UP,MAS,8.10,"해금곡
(현재
해금이벤트)",,"정박 왼발
(오른발
아픔)",,NO MORE SORROW,"Tri-Boost
Re:EVOLVE",MAS,8.30,DX 해금곡,,"오른발이
힘듦",,凱歌の奏,OverDrive,EXT,8.60,,,,,,,,,
,"왼발로
장난하는
패턴",,Plum,XG3,EXT,8.15,,,"설명하기
힘든
왼발곡",,In The Breeze,Tri-Boost,MAS,8.20,,,"왼발
스타트
DK...?",,VOIDDD,GITADORA,MAS,8.65,,,"정박 왼발
+
DK",,Summer '64,OverDrive,MAS,8.60,,,,,,,,,
,"정박 왼발
+
복합 박자",,SCREW DRIVER,XG3,MAS,8.15,,,"이상한
박자",,Graint,GALAXY WAVE,MAS,8.30,"해금곡
(현재
해금이벤트)",,"왼발
+
후반 DK",,Electric Lady,V5,EXT,8.65,,,,,,,,,,,,,,,,,
,▼ 아래는 은칠 후반(8250~) 이상이 연습하기 좋은 곡들 (스킬 정체가 심하면 DK 연습도 나쁘지 않음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"왼발
심화","미친
오른발
박자",,Spanish Snowy Dance (daybreak ver.),GITADORA,EXT,9.05,,▶,"DK
+
왼발",,MODEL DD9,XG,EXT,9.05,,▶,"엇박 왼발
+
8비트",,cockpit,9thMIX,MAS,9.50,,▶,"할수이따
할수이따
패턴",,Shuffle cats,NEX+AGE,MAS,9.40,DX 해금곡,▶,"박자를
모르겠음",,Durian,Tri-Boost Re:EVOLVE,MAS,9.50,
,"4비트
정박",,硝子玉のゆくえ,HIGH-VOLTAGE,MAS,9.05,DX 해금곡,,"엇박 왼발
+
DK",,元禄花吹雪,GITADORA,MAS,9.15,,,"조~금
억지
채보",,rage against usual,OverDrive,EXT,9.10,,,엇박 왼발,,明鏡止水,10thMIX,MAS,9.50,,,"으아악
내왼발!!!!
+
DK",,Snowy India,XG3,MAS,9.45,
,"4비트
정박
+
DK",,ギタドラシカ,"Tri-Boost
Re:EVOLVE",MAS,9.00,DX 해금곡,,,,,,,,,,"8비트
왼발
+
후반 DK",,Rosetta Stone,GITADORA,MAS,9.15,,,"쌈바킥...
같은
왼발곡",,ひと夏の戯れYeah!!Samba,EXCHAIN,MAS,9.50,DX 해금곡,,"손배치가
이상함",,Little Prayer,V,MAS,9.40,
,"엇박
+
동시밟기",,斑咲花,HIGH-VOLTAGE,MAS,9.00,DX 해금곡,,"너무
빨라!!!!",,タンポポ,Tri-Boost Re:EVOLVE,MAS,9.05,,,"개빠른
BPM",,Skyscapper,Tri-Boost,EXT,9.35,,,"쪼오끔
이상한
정박",,京,Tri-Boost,MAS,9.40,,,"쌈바킥
+
DK",,ミカヅキ:コネクト,Tri-Boost,MAS,9.50,
,"음...
왼발이
나오긴
나와....",,Escape Velocity,HIGH-VOLTAGE,MAS,9.20,DX 해금곡,,"엇박
+
후반 DK",,サヨナラ・ヘヴン -GITADOROCK ver.-,Tri-Boost,MAS,9.20,,,"8비트
왼발",,飛べないぼくと鳴かない黒猫,HIGH-VOLTAGE,MAS,9.10,DX 해금곡,,"3/4
박자",,グリーンリーフ症候群,EXCHAIN,MAS,9.40,,,"약간
쌈바킥?",,猫侍の逆襲,GITADORA,MAS,9.75,
,,,,,,,,,,,,,,,,,,,,,,,,,"약~간
쌈바킥",,Hopeful Daybreak!!!,GALAXY WAVE,MAS,9.40,"해금곡
(현재
앙코르)",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"동시밟기
+
엇박 왼발",,GLACIER EXPRESS,FUZZ-UP,MAS,9.20,,,"8비트
왼발",,Invisible Farewell,NEX+AGE,MAS,9.25,DX 해금곡,,"DK
Mirror A",,黒髪乱れし修羅となりて～凛 edition～,Tri-Boost,MAS,8.95,,,,,,,,,,,,,,,,,
"이후

빡센
왼발곡","※ 이쪽 라인 계열은 기본기 연습에 도움이 안되니
처리력 향상의 목적으로만 해보세요",,,,,,,▶,"DK
같은
왼발곡",,Danse Macabre,HIGH-VOLTAGE,MAS,9.50,DX 해금곡,▶,"8비트
왼발",,Let's Dance,EXCHAIN,MAS,9.55,DX 해금곡,▶,쌈바킥,,CAPTURING XANADU,Matixx,MAS,9.86,DX 해금곡,,,,,,,,
,"우심벌
파괴곡",,Mother Tree,GITADORA,EXT,8.50,,,"으아악
내왼발!!!",,Never Look Back in Sorrow,AIKO OI,MAS,9.30,,,"우심벌
파괴곡",,Mother Tree,GITADORA,MAS,9.40,,,쌈바킥,,PIRATES BANQUET,Matixx,MAS,9.90,DX 해금곡,,,,,,,,
,"노트 밀도
심각함",,天ぷらイントロドン!!,GALAXY WAVE,MAS,8.70,"해금곡
(현재
해금이벤트)",,"17/16
박자",,1716 SAHARA MOON,EXCHAIN,MAS,9.40,,,"헷갈리는
박자",,The Splendid Expression,HIGH-VOLTAGE,MAS,9.55,DX 해금곡,,재ㅡ즈,,Jungle,V6,MAS,9.95,,,,,,,,,
,얼탱ㅋㅋ,,ハラショー！おにぎりサーカス団☆,NEX+GE,MAS,9.10,,,"8비트
인데
뭔가...",,Skyphobia,Tri-Boost,MAS,9.30,,,왼발곡,,煉獄事変,Matixx,MAS,9.65,DX 해금곡,,재ㅡ즈,,うさぎの国の不思議な旋律,HIGH-VOLTAGE,MAS,9.90,DX 해금곡,,,,,,,,
,똥곡,,Pray to the Earth,OverDrive,MAS,9.20,,,"8비트
인데
뭔가...",,Exclamation,"Tri-Boost
Re:EVOLVE",MAS,9.35,DX 해금곡,,왼발곡,,異常震域,Tri-Boost,MAS,9.65,DX 해금곡,,"양손이
문어가 됨",,CYCLONICxSTORM,NEX+AGE,MAS,9.92,DX 해금곡,,,,,,,,
,"설명하기
힘든...",,零と弌の鍵の唄,FUZZ-UP,MAS,9.20,"해금곡
(현재
해금이벤트)",,"변박
칙칙이",,MODEL FT3,GITADORA,MAS,9.30,,,"12비트
왼발곡",,,,,,,,"8비트
칙칙이",,垓,Tri-Boost,MAS,9.86,,,,,,,,,
,"빠른
왼발곡
+
DK",,ヘンテコ,NEX+AGE,MAS,9.40,DX 해금곡,,,,Conquistador,EXCHAIN,MAS,9.45,"DX
해금곡",,,,,,,,,,"왼발이
문제가
아님",,Prog for your Soul,GALAXY WAVE,MAS,9.89,"해금곡
(현재
앙코르)",,,,,,,,
,"바보가
되는
기분",,残像ニ繋ガレタ追憶ノHIDEAWAY,GALAXY WAVE,MAS,9.00,"해금곡
(현재
불가)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"기타
왼발
나오는
악곡

(너무 짧거나
연습이 안될
거 같은
악곡이라
따로
남겨놓음)","복합박자
왼발곡",,Dedication,,MAS,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"플로우탐
+
왼발",,衝動がえがいた どうしようもないストーリー,XG2,EXT,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"4비트
정박",,COSMIC COWGIRL,2ndMIX,EXT,7.20,,,,,,,,,,,,,Shining Wizard,GD,,,,,,,,,,,,,,,,,,,
,"뭔가
패턴이 좀
불쾌해...",,ZËNITH,V3,EXT,7.80,,,,,,,,,,,,,Restart,,,,,,,,,,,,,,,,,,,,
,"4비트
정박",,じょいふる,XG2,EXT,7.00,,,,,,,,,,,,,キケンな果実,,,,,,,,,,,,,,,,,,,,
,투베이스,,大切なもの,9thMIX,MAS,6.80,,,,,Before Daybreak,XG,,,,,,,,,,,,,,,,,,,,,,,,,,,
