 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,エゴロック,GALAXY WAVE,ADV,4.70,,,,,복합,,御伽噺に幕切れを,NEX+AGE,MAS,7.05,,,,,복합,,航海 ～ Seven Colors ～ ,Tri-Boost Re:EVOLVE,MAS,7.60,,,,,복합,,Insania,OverDrive,EXT,8.30,,,,,복합,,ギタドラシカ,"Tri-Boost
Re:EVOLVE",MAS,9.00,DX 해금곡,,,,체력곡,,Funky sonic World,9thMIX,MAS,9.60,
,,,보스곡,,toy boxer (GITADORA Style),EXCHAIN,ADV,4.65,,,,,보스곡,,Parallax,HIGH-VOLTAGE,EXT,7.10,DX 해금곡,,,,보스곡,,悪魔のハニープリン,EXCHAIN,EXT,8.00,DX 해금곡,,,,보스곡,,Clove,HIGH-VOLTAGE,EXT,8.15,DX 해금곡,,,,보스곡,,under control,6thMIX,MAS,9.30,,,,,보스곡,,Timepiece phase II,9thMIX,MAS,9.45,
,,2F,※ 곡 7개 중 보스곡 포함 5개 S 클리어,,,,,,,,,17F,처리력,,UNLIMITED FIRE,OverDrive,EXT,6.95,,,,32F,처리력,,FIFTH GIG,XG2,ADV,8.05,,,,52F,처리력,,Blaze,Tri-Boost,MAS,8.50,,,,72F,처리력,,晴天Bon Voyage,GITADORA,EXT,8.95,,,,92F,처리력,,Herring roe,5thMIX,MAS,9.86,
,,,,,KING,GALAXY WAVE,EXT,5.30,,,,,처리력,,キリステゴメン,Matixx,EXT,7.00,,,,,처리력,,ジュピターガンズノベル,OverDrive,EXT,8.10,DX 해금곡,,,,처리력,,ブラックホール,Tri-Boost,MAS,8.45,,,,,"왼발곡
+
처리력",,硝子玉のゆくえ,HIGH-VOLTAGE,MAS,9.05,DX 해금곡,,,,처리력,,Q転直下,FUZZ-UP,MAS,9.70,"해금곡
(현재
앙코르)"
,,,,,マネマネサイコトロピック,GITADORA,ADV,5.40,,,,,처리력,,ひと夏の戯れYeah!!Samba,EXCHAIN,EXT,7.35,DX 해금곡,,,,왼발곡,,クリーンクリーン,XG,EXT,7.55,,,,,왼발곡,,一粒のナミダ,OverDrive,EXT,8.30,,,,,왼발곡,,blue moon,XG2,MAS,9.30,,,,,DK,,ECLIPSE 2,NEX+GE,MAS,9.60,DX 해금곡
,,,,,Afterimage d'automne,EXCHAIN,ADV,5.30,,,,,처리력,,White Stream,HIGH-VOLTAGE,EXT,7.20,DX 해금곡,,,,뚜벅이,,デッドボヲルdeホームラン,GITADORA,EXT,7.90,,,,,"왼발곡
+
DK",,Adverse Criticism,XG2,EXT,8.40,,,,,왼발곡,,Fat snail,GITADORA,EXT,8.85,,,,,복합,,Aion,Matixx,MAS,9.70,DX 해금곡
,,,,,RISE UP,HIGH-VOLTAGE,ADV,5.30,,,,,처리력,,おーまい！らぶりー！すうぃーてぃ！だーりん！,EXCHAIN,EXT,6.80,,,,,오른발,,Cajuput,HIGH-VOLTAGE,MAS,8.20,,,,,DK,,Aion,Matixx,EXT,8.30,DX 해금곡,,,,복합,,Danse Macabre,HIGH-VOLTAGE,MAS,9.50,DX 해금곡,,,,왼발곡,,垓,Tri-Boost,MAS,9.86,
,,,,,千本桜,EXCHAIN,EXT,5.55,,,,,엇박,,ウソツキ横丁は雨模様,NEX+AGE,EXT,6.80,,,,,DK,,S. LAUNCHER,GITADORA,EXT,8.10,,,,,복합,,POLAR NIGHT,EXCHAIN,EXT,8.50,DX 해금곡,,,,DK,,TRIPLE ORBIT,Matixx,MAS,9.00,DX 해금곡,,,,왼발곡,,MIND ERUPTION,Tri-Boost,MAS,9.80,
,,,,,グッバイ宣言,FUZZ-UP,EXT,5.50,,,,,체력곡,,KAISER PHOENIX,XG,ADV,6.80,,,,,복합,,Xenocross,HIGH-VOLTAGE,EXT,7.80,DX 해금곡,,,,"복합
+
체력곡",,Last Goodbye / これでホントにサヨナラ,HIGH-VOLTAGE,MAS,8.40,,,,,DK,,heliodor,OverDrive,EXT,9.10,,,,,"고속
DK",,Stay By My Side,GALAXY WAVE,MAS,9.75,"해금곡
(현재
앙코르)"
,,,보스곡,,シャルル,Matixx,EXT,5.85,,,,,보스곡,,ミカヅキ:コネクト,Tri-Boost,EXT,7.15,,,,,보스곡,,Exclamation,"Tri-Boost
Re:EVOLVE",EXT,7.80,DX 해금곡,,,,보스곡,,No Reason of Fear,Tri-Boost,MAS,8.45,DX 해금곡,,,,보스곡,,memento mori -intro-,GITADORA,EXT,8.85,,,,,보스곡,,天泣,NEX+AGE,MAS,9.75,DX 해금곡
,,3F,※ 곡 7개 중 보스곡 포함 5개 S 클리어,,,,,,,,,18F,처리력,,Deep Deep Inside,Tri-Boost,EXT,7.00,,,,33F,"처리력
(크로스
불가)",,Sakura Sunrise (GITADORA ver.),GITADORA,EXT,8.20,,,,53F,처리력,,つぼみ,XG3,EXT,8.45,,,,73F,복합,,ENCORE CONQUEST,XG,ADV,8.95,,,,93F,처리력,,The ULTIMATES -Darkness-,OverDrive,MAS,9.55,DX 해금곡
,,,,,言って。,EXCHAIN,MAS,5.95,,,,,처리력,,Stellar Notes,Tri-Boost,EXT,7.15,,,,,처리력,,Eisenplatte,Tri-Boost,EXT,7.75,,,,,처리력,,cockpit,9thMIX,EXT,8.70,,,,,처리력,,VANESSA -転生編-,V5,MAS,9.35,,,,,왼발곡,,REFLEXES MANIPULATION,"Tri-Boost
Re:EVOLVE",MAS,9.86,
,,,,,うっせぇわ,HIGH-VOLTAGE,EXT,6.10,,,,,처리력,,Escape Velocity,HIGH-VOLTAGE,EXT,7.45,"DX
해금곡",,,,체력곡,,Idola,OverDrive,EXT,7.70,,,,,처리력,,CAPTURING XANADU,Matixx,EXT,8.55,DX 해금곡,,,,처리력,,タンポポ,Tri-Boost Re:EVOLVE,MAS,9.05,,,,,체력곡,,夢色☆スパイラル!!!!!,Matixx,MAS,9.50,DX 해금곡
,,,,,天ノ弱,GITADORA,EXT,5.80,,,,,처리력,,Violet Milky Way,HIGH-VOLTAGE,EXT,7.00,"DX
해금곡",,,,DK,,Riot of Color,XG3,EXT,7.75,,,,,"복합
(크로스
패턴)",,Devil Fish Dumpling,XG3,MAS,8.85,,,,,"처리력
+
왼발곡",,京,Tri-Boost,MAS,9.40,,,,,"DK
(셔터쾅
주의!)",,Bereavement ,HIGH-VOLTAGE,MAS,9.55,
,,,,,箱庭の世界,Tri-Boost,MAS,5.95,,,,,처리력,,ノクチルカ,GALAXY WAVE,EXT,7.20,,,,,왼발곡,,大好きなぬいぐるみ,Matixx,MAS,7.60,DX 해금곡,,,,셔플,,wound,Tri-Boost,MAS,8.45,,,,,"처리력
+
왼발곡",,Hopeful Daybreak!!!,GALAXY WAVE,MAS,9.40,"해금곡
(현재
앙코르)",,,,"DK
+
체력곡",,Saiph,HIGH-VOLTAGE,MAS,9.80,DX 해금곡
,,,,,星座が恋した瞬間を。,Matixx,ADV,5.80,,,,,처리력,,Awakening Wings,FUZZ-UP,EXT,6.40,,,,,오른발,,Break Of Day,FUZZ-UP,MAS,8.00,,,,,복합,,NEX＋AGE,NEX＋AGE,MAS,8.60,,,,,DK,,輝石のDESTINATION feat. 花たん,GALAXY WAVE,MAS,8.80,,,,,"DK
+
체력곡",,voltississimo (GITADORA STYLE),EXCHAIN,MAS,9.50,
,,,,,キケンな果実,GITADORA,ADV,5.95,,,,,복합,,色ハニホヘト散リヌルヲ,Tri-Boost Re:EVOLVE,MAS,6.90,,,,,복합,,Awaken Ver.G,GITADORA,EXT,7.85,,,,,복합,,Parallax,HIGH-VOLTAGE,MAS,9.10,DX 해금곡,,,,복합,,FORCE Interval Build,NEX+AGE,MAS,9.30,,,,,복합,,ENCORE CONQUEST,XG,MAS,9.75,
,,,보스곡,,EMPIRE OF FLAME,NEX+AGE,ADV,5.75,DX 해금곡,,,,보스곡,,Raspberry,"Tri-Boost
Re:EVOLVE",EXT,7.20,,,,,보스곡,,Bonetrousle,HIGH-VOLTAGE,MAS,7.90,,,,,보스곡,,Rejoin,Matixx,MAS,8.45,,,,,보스곡,,A.DOGMA,V5,ADV,9.25,,,,,보스곡,,Let's Dance,EXCHAIN,MAS,9.55,"DX
해금곡"
,5000 ~ 5499 보라,4F,처리력,,Beautiful Dream,GITADORA,EXT,6.00,,,,19F,처리력,,イブの時代っ！,OverDrive,EXT,7.40,,,,34F,처리력,,Sugar Holic Candy Magic,FUZZ-UP,MAS,8.30,,,,54F,처리력,,滅亡天使 † にこきゅっぴん,OverDrive,EXT,8.60,,,,74F,처리력,,clear:wings,NEX+AGE,MAS,9.30,DX 해금곡,,,94F,"처리력
+
DK",,Stargazer,NEX+AGE,MAS,9.70,DX 해금곡
,,,처리력,,Never Ever End,HIGH-VOLTAGE,EXT,6.40,,,,,처리력,,シャルル,Matixx,MAS,7.35,,,,,처리력,,地方創生☆チクワクティクス,Tri-Boost,MAS,7.85,,,,,처리력,,MODEL DD7,V2,EXT,8.60,,,,,처리력,,ENCOUNT,FUZZ-UP,MAS,9.30,"해금곡
(현재
해금이벤트)",,,,왼발곡,,EMPYREAL CATASTROPHE,Tri-Boost,MAS,9.70,
,,,처리력,,VANESSA -転生編-,V5,ADV,6.20,,,,,처리력,,RePrise,XG3,EXT,7.00,,,,,처리력,,Cosmic Hurricane (GFDM ver.),XG3,EXT,8.25,,,,,쌈바킥,,pain,EXCHAIN,MAS,8.45,DX 해금곡,,,,처리력,,さんぼんがわ,EXCHAIN,MAS,9.30,,,,,체력곡,,Crescent:Letter,FUZZ-UP,MAS,9.85,"해금곡
(현재
해금이벤트)"
,,,처리력,,WONDER,FUZZ-UP,EXT,6.10,,,,,기본기,,Destiny Wings,Tri-Boost,EXT,7.35,,,,,하이햇,,ETERNAL BLAZE,XG3,EXT,7.80,,,,,"처리력
+
왼발곡",,ミラクル・スイート・スイーツ・マジック！！,Matixx,MAS,8.55,,,,,처리력,,overviews,XG3,EXT,9.10,,,,,체력곡,,Anathema,Tri-Boost,MAS,9.86,DX 해금곡
,,,고BPM,,バンブーソード・ガール,OverDrive,ADV,6.20,,,,,"라이드
+
오른발",,Fly far bounce,"Tri-Boost
Re:EVOLVE",EXT,7.35,,,,,처리력,,Last Concerto,NEX+AGE,EXT,8.10,DX 해금곡,,,,"뚜벅이
같은
DK",,Cinnamon,Matixx,EXT,8.75,DX 해금곡,,,,"왼발곡
(복합)",,Rosetta Stone,GITADORA,MAS,9.15,,,,,복합,,Noli Me Tangere,OverDrive,MAS,9.65,
,,,고BPM,,Bereavement ,HIGH-VOLTAGE,ADV,5.90,,,,,복합,,Jasper,GITADORA,ADV,7.20,,,,,DK,,FORCE Interval Build,NEX+AGE,EXT,8.00,,,,,DK,,Far East Nightbird (GITADORA Remix),GALAXY WAVE,MAS,8.70,"해금곡
(스킬
10곡)",,,,복합,,夢について TYPE C,XG2,MAS,9.30,,,,,복합,,かつて描いた夢は、今も色褪せぬまま。,EXCHAIN,MAS,9.60,DX 해금곡
,,,DK,,triangulum,Matixx,ADV,5.95,DX 해금곡,,,,고BPM,,ヘンテコ,NEX+AGE,EXT,7.30,DX 해금곡,,,,DK,,EVIL OGRE,Tri-Boost,EXT,7.80,,,,,복합,,百鬼夜行,XG2,EXT,8.75,,,,,DK,,プログレなぞなぞクイズのテーマ,NEX+AGE,MAS,9.25,,,,,"DK
(셔터쾅
주의!)",,Bereavement ,HIGH-VOLTAGE,MAS,9.55,
,,,보스곡,,Cinnamon,Matixx,ADV,6.45,DX 해금곡,,,,보스곡,,イジワルなあなた,XG,EXT,7.10,,,,,보스곡,,雷鳴,NEX+AGE,MAS,7.75,,,,,보스곡,,CALAMITY PHOENIX,XG,EXT,8.45,,,,,보스곡,,元禄花吹雪,GITADORA,MAS,9.15,,,,,보스곡,,MODEL DD4,8thMIX,MAS,9.84,
,,5F,처리력,,DUAL STRIKER,HIGH-VOLTAGE,EXT,6.50,DX 해금곡,,,20F,처리력,,Life is beautiful,Matixx,EXT,7.30,DX 해금곡,,,35F,처리력,,Artisan,HIGH-VOLTAGE,MAS,8.30,DX 해금곡,,,55F,처리력,,キリステゴメン,Matixx,MAS,8.90,,,,75F,처리력,,Stellar Notes,Tri-Boost,MAS,9.20,,,,95F,처리력,,CYCLONICxSTORM,NEX+AGE,MAS,9.92,DX 해금곡
,,,처리력,,朧,"Tri-Boost
Re:EVOLVE",EXT,6.35,,,,,처리력,,あなたしかいないから,GALAXY WAVE,MAS,7.60,,,,,처리력,,星座が恋した瞬間を。,Matixx,MAS,8.35,,,,,처리력,,Ater Regis -Alius-,Tri-Boost Re:EVOLVE,MAS,8.60,,,,,처리력,,Hidden Emotions,EXCHAIN,MAS,9.30,DX 해금곡,,,,처리력,,HYENA (Live Edit feat. 96),GITADORA,MAS,9.86,
,,,처리력,,童話回廊,Tri-Boost,ADV,5.95,,,,,기본기,,RIGHT ON TIME,3rdMIX,EXT,6.70,,,,,DK,,X-Plan,XG2,EXT,8.05,,,,,재ㅡ즈,,Brazilian Anthem,5thMIX,EXT,8.40,,,,,복합,,キヤロラ衛星の軌跡,OverDrive,MAS,9.35,DX 해금곡,,,,왼발곡,,Afterimage d'automne,EXCHAIN,MAS,9.80,
,,,처리력,,memento mori -intro-,GITADORA,ADV,5.95,,,,,처리력,,京,Tri-Boost,EXT,7.15,,,,,체력곡,,EMPIRE OF FLAME,NEX+AGE,EXT,7.95,DX 해금곡,,,,왼발곡,,joker,9thMIX,EXT,8.90,,,,,"복합
(7/8박)",,Heptagram,HIGH-VOLTAGE,EXT,9.50,DX 해금곡,,,,왼발곡,,PIRATES BANQUET,PIRATES BANQUET,MAS,9.90,DX 해금곡
,,,처리력,,遊戯大熊猫,Tri-Boost,ADV,6.30,,,,,"왼발곡
+
처리력",,Russian Caravan Rhapsody,Tri-Boost,EXT,7.55,,,,,"처리력
+
왼발곡",,In The Breeze,Tri-Boost,MAS,8.20,,,,,DK,,超獣戯画,Tri-Boost,MAS,8.05,,,,,DK,,Skyphobia,Tri-Boost,MAS,9.30,,,,,체력곡,,VOLAQUAS -GITADO ROCK ver.-,HIGH-VOLTAGE,MAS,9.80,DX 해금곡
,,,기본기,,スカイダイバー,Tri-Boost,EXT,6.25,,,,,고BPM,,天ノ弱,GITADORA,MAS,6.95,,,,,왼발곡,,群青と流星,XG3,EXT,8.05,,,,,복합,,運命,NEX+AGE,MAS,8.60,,,,,DK,,LIPS NOISE HUNTER,Matixx,MAS,9.25,,,,,"DK
(셔터쾅
주의!)",,REALIZE,XG2,EXT,9.92,
,,,"동시
밟기",,Let's Dance,EXCHAIN,ADV,5.95,"DX
해금곡",,,,체력곡,,Dust In The World,HIGH-VOLTAGE,MAS,7.50,DX 해금곡,,,,"동시
밟기",,水鏡,GITADORA,EXT,8.40,,,,,복합,,刹那,Tri-Boost Re:EVOLVE,MAS,8.45,DX 해금곡,,,,복합,,ノクチルカ,GALAXY WAVE,MAS,9.50,,,,,복합,,MODEL DD9,XG,MAS,9.80,
,,,보스곡,,Cleopatrysm,OverDrive,ADV,5.95,,,,,보스곡,,極普通,HIGH-VOLTAGE,MAS,7.25,,,,,보스곡,,VOLAQUAS -GITADO ROCK ver.-,HIGH-VOLTAGE,EXT,7.90,DX 해금곡,,,,보스곡,,ミッドナイト☆WAR,EXCHAIN,MAS,8.70,,,,,보스곡,,MODEL FT3,GITADORA,MAS,9.30,,,,,보스곡,,Xenocross,HIGH-VOLTAGE,MAS,9.70,DX 해금곡
,,6F,처리력,,Joyeuse,GITADORA,ADV,6.30,,,6500 ~ 6999 빨그라,21F,처리력,,quaver♪ ギタドラ ver.,GITADORA,EXT,7.50,,,,36F,처리력,,nightbird lost wing (GITADORA ver.),GITADORA,EXT,7.95,,,,56F,처리력,,αρχη,V3,EXT,9.00,,,,76F,처리력,,嘘 feat.ピコ,HIGH-VOLTAGE,MAS,9.40,DX 해금곡,,,96F,처리력,,Last Song,GITADORA,MAS,9.90,
,,,처리력,,neu,EXCHAIN,ADV,6.10,,,,,처리력,,エキサイティング！！も・ちゃ・ちゃ☆,GITADORA,EXT,7.70,,,,,처리력,,Purple storm,V3,EXT,8.40,,,,,처리력,,Victory!,XG2,EXT,8.55,,,,,처리력,,PIRATES BANQUET,PIRATES BANQUET,EXT,9.40,DX 해금곡,,,,처리력,,Prog for your Soul,GALAXY WAVE,MAS,9.89,"해금곡
(현재
앙코르)"
,,,처리력,,Herring roe,5thMIX,ADV,6.30,,,,,처리력,,obsession,NEX+AGE,EXT,7.20,DX 해금곡,,,,처리력,,Sonne,V6,ADV,8.20,,,,,처리력,,最小三倍完全数 (GITADORA Style),EXCHAIN,EXT,8.75,,,,,처리력,,Shuffle cats,NEX+AGE,MAS,9.40,DX 해금곡,,,,처리력,,AVEL,FUZZ-UP,MAS,9.80,"해금곡
(현재
해금이벤트)"
,,,처리력,,RELAY,GALAXY WAVE,EXT,6.30,,,,,처리력,,Cajuput,HIGH-VOLTAGE,EXT,6.90,,,,,뚜벅이,,三毛猫ロックンロール,GITADORA,EXT,8.40,,,,,셔플,,Jailbreak,XG2,MAS,8.65,,,,,왼발곡,,Pray to the Earth,OverDrive,MAS,9.20,,,,,DK,,The Metal Warrior,EXCHAIN,MAS,9.75,DX 해금곡
,,,기본기,,BlackCult,FUZZ-UP,EXT,6.50,,,,,처리력,,ハラショー！おにぎりサーカス団☆,NEX+GE,EXT,7.10,,,,,왼발곡,,NO MORE SORROW,"Tri-Boost
Re:EVOLVE",MAS,8.30,,,,,복합,,Drizzly Venom,Matixx,MAS,8.45,,,,,DK,,Hexer,FUZZ-UP,MAS,9.40,"해금곡
(현재
해금이벤트)",,,,체력곡,,鬼姫,10thMIX,MAS,9.75,
,,,왼발,,晴る,"GALAXY WAVE
& DELTA",MAS,6.10,,,,,처리력,,Heptagram,HIGH-VOLTAGE,EXT,7.60,DX 해금곡,,,,DK,,Skyphobia,Tri-Boost,EXT,8.10,,,,,복합,,Beep Beep Inside,FUZZ-UP,MAS,8.50,,,,,복합,,MODEL DD ULTIMATES,OverDrive,EXT,9.50,,,,,DK,,LAS-BOS,EXCHAIN,EXT,9.80,
,,,왼발,,ただ君に晴れ,NEX+AGE,MAS,6.35,,,,,오른발,,MONSTER TREE,10thMIX,EXT,6.30,,,,,복합,,Ruins,Tri-Boost,EXT,8.00,,,,,복합,,OVERHEAT -Type GD-,GITADORA,MAS,8.45,,,,,복합,,The ULTIMATES -reminiscence-,NEX+AGE,MAS,9.35,DX 해금곡,,,,복합,,memento mori -intro-,GITADORA,MAS,9.92,
,,,보스곡,,Pursuer,HIGH-VOLTAGE,EXT,5.90,,,,,보스곡,,REALIZE,XG2,ADV,7.80,,,,,보스곡,,ノンフィクションワールド,GITADORA,EXT,7.80,,,,,보스곡,,Under The Shades Of The Divine Ray,HIGH-VOLTAGE,EXT,8.70,DX 해금곡,,,,보스곡,,The Metal Warrior,EXCHAIN,EXT,8.95,DX 해금곡,,,,보스곡,,MODEL FT4,Matixx,MAS,9.80,DX 해금곡
,,7F,처리력,,虚空と光明のディスクール,OverDrive,EXT,6.35,,,,22F,처리력,,空に触れる,FUZZ-UP,EXT,7.40,,,,37F,처리력,,Driven Shooter,V6,EXT,8.05,,,,57F,처리력,,MODEL DD5,9thMIX,EXT,8.90,,,,77F,"처리력
(17/16
박자)",,1716 SAHARA MOON,EXCHAIN,MAS,9.40,DX 해금곡,,,97F,체력곡,,A.DOGMA,V5,EXT,9.80,
,,,처리력,,Big Wave,XG2,EXT,6.70,,,,,처리력,,水月鏡花のコノテーション,Tri-Boost,EXT,7.65,,,,,"처리력
+
DK",,MY ENDING,FUZZ-UP,MAS,8.20,,,,,처리력,,Xenon,XG3,EXT,8.95,,,,,처리력,,Golden galaxy,Tri-Boost,MAS,9.50,,,,,처리력,,霖が哭く,EXCHAIN,MAS,9.65,
,,,처리력,,Stargazer,NEX+AGE,ADV,6.70,DX 해금곡,,,,기본기,,PLAY,FUZZ-UP,MAS,7.30,,,,,처리력,,天地動伝説,OverDrive,EXT,7.95,,,,,처리력,,ラキラキ(GITADORA Ver.),GITADORA,EXT,9.00,,,,,왼발곡,,Never Look Back in Sorrow,GITADORA,MAS,9.35,,,,,처리력,,MODEL DD3,7thMIX,MAS,9.86,
,,,기본기,,Puberty Dysthymia,Matixx,ADV,6.30,DX 해금곡,,,,처리력,,Under The Shades Of The Divine Ray,HIGH-VOLTAGE,ADV,7.60,DX 해금곡,,,,"처리력
+
오른발",,天泣,NEX+AGE,EXT,8.05,DX 해금곡,,,,왼발곡,,MONOLITH -GITADOROCK ver.-,Matixx,MAS,8.85,,,,,DK,,Duella Lyrica,Matixx,MAS,8.90,DX 해금곡,,,,체력곡,,BLACK ROSES,"Tri-Boost
Re:EVOLVE",MAS,9.86,
,,,기본기,,Our Faith (Faithful MTL Remix),"Tri-Boost
Re:EVOLVE",ADV,6.50,,,,,처리력,,Accord,HIGH-VOLTAGE,MAS,7.45,,,,,왼발곡,,夜咄ディセイブ,GITADORA,MAS,8.40,,,,,"고속
라이드",,ミックスナッツ,FUZZ-UP,MAS,8.80,,,,,DK,,Kazekiri Rumble,HIGH-VOLTAGE,MAS,9.30,DX 해금곡,,,,체력곡,,ROZA DE ANDALUCIA,Tri-Boost,MAS,9.75,
,,,체력곡,,ミッドナイト☆WAR,EXCHAIN,EXT,6.40,,,,,셔플,,LIPS NOISE HUNTER,Matixx,EXT,7.40,,,,,DK,,HYDRA,OverDrive,EXT,8.05,,,,,복합,,Covered With The Wire,Tri-Boost,MAS,9.05,,,,,복합,,葬送のエウロパ,Tri-Boost,MAS,9.30,DX 해금곡,,,,왼발곡,,LEMON & SALT,OverDrive,MAS,9.92,
,,,"처리력
+
약DK",,MEGALOVANIA,HIGH-VOLTAGE,EXT,6.70,,,,,"고BPM
+
체력곡",,テレキミ,FUZZ-UP,MAS,7.40,,,,,체력곡,,透明ジャスティス,EXCHAIN,MAS,8.20,,,,,DK,,Hyperseven type K,GITADORA,EXT,8.40,,,,,"처리력
+
DK",,DANCE of the VAMPIRE,EXCHAIN,MAS,9.20,,,,,DK,,White Forest,"Tri-Boost
Re:EVOLVE",MAS,9.92,
